LABEL,sentances
1,@arjbarker the things that interest you... Wow. U and toast 
1,"At the movies, bout to see night at the muesum. Jb's amazingg new song fly with me is in it "
1,@JonathanRKnight good night!  Sweet dreams and may you rest well... 
0,"My damn feet hurt, and that never happens. My poor Chanels "
1,@CheekiThaSinger heyyy I'm glad to see you doing ok 
0,I want an APC40 sooooo badly 
1,Just got home from a night with BDB YBF and @BlueSurrfer....happy we're on the same page and everything's wavy...love you 
0,@heyyitskate can't go after lunch  going hunting
0,@SarahAnnGreen still off milk 
1,@selenagomez plain white T's concert?  have fun!
1,@IAMtheCOMMODORE  got them! GO WINGS!!!!! 
0,"@xo_rainbowbrite its so sad.  Everything Kate said, is how I feel "
1,"@MeetNiroim watching you sing now, ur arm waving skills are spectacular "
0,aah i just few min more on net then itz all of my mother!!! n  i hav to go n sleep 
0,@kelvineyers yup everyone needs to come in still. It's cold in the morning 
1,lol I'm lovin my life! I like that bbqz! 
1,@PLabyorteaux Everyone who matters already knows/understands why ML is in MG's book. Just ignore the jerks. LHOTP fans are supportive 
1,"@iamsneezy You are slowly crossing over.  Once you get a Mac, you never go back.  "
1,I'm 15 minutes early to our mens roofing fellowship 
1,hanging in Naptown w/Sarah - heading down to Bmore soon for din then @98RockNITB  xx
1,back at elon and enjoying summer 
1,is off 4 of the next 5 days  yessss!!!!
1,Well fuck! That made my night. Thanx 
0,Oh Man.... Dis Sux... cant go On Bebo  I Guess It Was My Own fault ...?
0,"im trying to make a chicken soup like my mothers,... but without a recipe.. this will be interesting... and i cant find matzah. "
1,new day!!! time to get it started!!!! 
1,Hahaha never again 
1,I am just estatic junior did awesome!! Great job #88 team! Be Happy Junior!!!  
0,My beer pong game isn't working 
0,@mandelion2 if you change your number lemme know. Your family still scares me.  I love you.
1,Good (late) morning! 
0,@HypeDaGreat Oh ok. I&quot;m @ work so no playing for me til later  lol.
0,"@CurtCosmic aww, not good, think we're all feeling like that atm  i'm not too bad though thankyou (:"
0,Dumb Ass Twitter Fon Isnt Letting Me Refresh The Page...I Exceeded The Limit  
0,let me be the one who calls you baby all the timee... i still want that birthday gift 
0,I am too tired 
0,Sadness has given way to anger which has given way to...depression?  It's like sadness but supercharged!
1,It hasn't stopped raining all afternoon; the weather is normal again (for now). Bring on the champorado! 
0,I have none  plus they taste like shit.
1,"Oops again, its t w i t t e r....   "
0,@shewasyar I know!!! Too bad she's a bitch in it  And Cordelia shows up too!
0,I want cake! Where is cake? Why is there no cake in my cake tin? I am bereft of cake. I am depressed 
1,@aimeenbarnes I'm doing my best to keep an eye on U-Boats... but I'll check out harmonisation as well 
0,@paganmama You live in wonderland... my family calls me a hippie... very anti-BF  #clothdiapers
0,Plus I dont think I can get my dad the present I wanted to get him... 
1,"Think I'm going to buy ingredients to make mojitos this weekend: Limes, mint leaves, and club soda.  I already have the rum "
1,"Happy birthday, Livie. I loooove you "
1,A lovely day in Portland with my husband. Yay!  my feet still hurt though... &lt;}
1,"Today is a mental health day. School is exhausting, work is irritating, life is overwhelming. Gonna go home and just be. Be me! "
0,oh no - VAT return due and Xero is down for maintenance! Was supposed to be back online 10mins ago but no joy 
0,@YaGirlDWoods hey d. woods have u ever felt like im neva gonna b able to live my dream cuz i feel like that i wanna b a model so bad 
1,but its OK I have a smashing weekend planned 
0,@_shanika_ we're doomed 
1,@JaySkillz: you in the D? Hit up @shadcharleston  he lives there
1,nice daw yung picture ko hehehe 
1,awesome racing at the motogp yet again  stoner fighting hard
0,"@signingmom  no spring here in Alberta either!  Windy, raining and only +7 today. "
1,hilprado I hope there will be a movie for Lword 
0,Climbing done. Managed a 6a after a false start. Exhausted and still ill 
1,"@OweeW goood idea.. mmk awesome!! my life is set, now i know what im doing when i leave school!! oxford st better welcome me "
0,So i don't have a pet snake anymore  stupid boys.
0,In chemistry class 
1,revising in the sun..its like summer 
1,Hey lady!  You're a bitch!  Phaha. The wedding singer 
1,Listening to some bo burnham. funny guy 
1,"Oh carpool lane, you are so fail, going slower than us in lanes 2 and 3  http://myloc.me/21Sd"
1,Heading southbound to Milton Keynes - UCOH @ Blueprint Tonight 
1,"@davidlimonline bliss n esso, murph n plutonic, passion pit, phase, draft... Was in a hip hop mood "
0,bout 2 shower an get ready for work...  @songzyuuup musicmondays keep me update twitter fam! OK?
1,how boring......i have to annoy my friends. 
0,Goodnight tweeperzz haha ;) Time to study 
1,it's not that easy to design a cool and sexy background image on my twitter homepage   want to display my hot new sex cushion.
1,yea!!! STay with my Baby! one of my favorites! 
0,@stepheezy I got caught at a red!! 
0,@kPorcalla hey I heard u moved 
1,wooh got bak from millecent today..THREE medals and a TROPHY! oh yeah! 
1,goodnighttt tweetersss 
0,TFS with the Conchango template does not have &quot;Ready for test&quot; and &quot;Deferred&quot; status on the Product Backlog Item 
0,@skweeds  Which part?
1,breaking the silence 
1,@dirkjohnson Thank you so much... just giving an old buddy a hard time... he said he missed seeing fireflies... 
1,Just booked a ticket to go to NY and NJ in 3 weeks....Shore house in the Hamptons with my BF and FH...Literally cannot get any better!!! 
0,@renukarajadurai Hey babe! Can't make any long term plans until I see this Air Force thing through  But I'll be sure to turn up in a jet!
1,@jessikasay congrats on the followers 
0,@BonedaddyKing that article is helpful and I was already practicing most of that - except I drink alcohol 
1,Laker game in an hr &amp; a half. 
1,@cocoward i love you courtney its okay  im here for youu 
0,gotta clean up my room :O 
0,Quick Hi everyone...haven't been on twitter much today  Missed you all x xx xxx
1,Good time at the picnic. Happy that all y'all got to see Sofie!  Angela totally rocked the veggie grill... love me some veggie brats!
1,holy crap the new house is hella nice 
1,"whats up twitter, tryingg to catch a nap in gym. haha not wrkingg. lol imma take advantage of my wifi connection "
0,"@jaymc123 In their heads, I guess, nothing much..... "
0,"resting today, on sick leave...might hav to get a CT Scan done, wat a bummer!! "
0,"Good morning, getting ready for a day back at school "
1,@GeorgiieLu Aww thank you! It means a lot to me to hear that 
1,im make this fuckin twitter profile 
1,@JasonCecrle twitter on the 360? oh well.. another way for m$ to sell some of their keyboards for the controllers i guess 
1,"@Claire_Cordon haha, yes, a follow on tweet!!  you watching bbc 2?"
0,Waiting at the specialist... They are running late 
1,@Joan_Rivers Would LOVE to see you come to Toronto for Pride sometime! We know how to put on a party!  xo
0,On our way to the airport... then to New York. 
1,"@soulpoetrysite hmmm, seems to me you are. Besides love isn't emotion based, deeper than that "
0,I want to wawtch True Blood  #trueblood
0,@diana_music i love you!! haha im so bad at twitter 
1,@dot12b we're watching casualty now too 
0,@mizrik omg it was exactly the same with my granny u just made me sad 
1,"Going for a walk around Greenwich Park. Feed the squirrels, get some air, letch at the topless boys "
1,@kristenstewart9 http://twitpic.com/6dty8 - I totally love your dress! Taylor is so cute 
1,"@NovaleeDMB Minneapolis, MN 9/28/09. This will be my fourth time seeing KOL. Great band!! "
1,Sleeping at 2am 
1,"@crucify_brett Ok, catch you later &amp; woof woof to Fritz "
1,Eatin an oh boy 
1,Going home now. 
1,"@Goodness500 that river in Indo sure looks nasty, I'd recommend swimming in Bass Lake, CA (PRNS) "
1,"Headed out to the gym, didn't sleep that well but when it's so sunny outside why worry. It's without doubt the best time of day "
0,"@AtlantisJackson you are so right! No one on that show is a Joe Flanagan!!!! Don't think I'll be tuning in, not my cup o' tea "
1,Good Morning Twitters!  Do You have a Trouble Tree? This man does  http://bit.ly/Jsxm
0,"Having some brunch at Opera Cafe. It's really busy in here. It would have been nice to sit outside, but it's raining "
0,@dawnrigby Oh you poor thing! I couldn't think of much worse  Do u still have lessons outside now-a-days or is it not PC anymore?! ;-)
1,Currently shopping for kris allen t-shirts. Totally normal 
1,@kathyireland You are right Kathy...never too late for a dream.  I LOVE that. 
0,And once again I'll be your Asshole... Thanx Katie 
0,@godlessgirl Add more accounts? Where??? 
0,@xo_mcflyandjb loll hell yeah! how cool would that be?! man doug still wont reply  lol
0,"Exhaustive day, yet nothing achieved "
1,getting ready to shut it down - had busy day with sons.  great moms day!!! hope everybody's day went well. twit it up tomorrow 
1,"@MicheBel - excellent, thank you "
1,"@TwistedTamsyn yes. church.  very enlightening, and healing."
0,"@tomsmithmcse It is quicker,but it F$ck3d up my exchange mail.Had to factory reset to get it working.Grumpy users will call me tomorrow "
1,"@briaaaa: ha, me either! ilysoulm8. "
0,@simonech That's not too bad then. I had a little overheating problem with previous laptop. It fried the graphix card  a sad day...
0,@MAbeo wish you had somewhere to get some sleep...hope the antibiotics work fast. 
0,@tarswebb hah! im such a mental case 
1,@kreeshaturner hi kreesha!!  Its so cold though in Ottawa anyways are you in Edmonton?? is it hot?
1,"@mandyblake  I was just about to X out of here for the night and saw your post, I started laughing!  You are funny!!  "
1,"right now, i'm thinking of what to do next.. "
1,@DevonMarie78  poor guy still learning 
0,Correction: I wish that I had tickets to Taylor Swift's show in 5 days 
1,@moiswashere i love infinity too  such a good song!
1,@Raptastic whats good lady 
1,wants the sun to come back... oh the northwest 
1,I got up early and spent time with Jesus...yay! And finished making my perfect schedule. Lol. 
0,I want to be home more than anything.  
1,"@VadimPhoto Not so bad. Nice couple, small wedding, beautiful location.     But tired. All I can do now is twitting and sipping beer "
0,"OMG: Project Natal just hit me! We'll see, how the pubishers gonna use it, but I am stunned. I'll try to find the box of my PS3 "
1,"@xcspeed Been there, got that! "
1,I love thunderstorms 
1,"@Lastoadri , it will be Mas7'arah if it was Mo2men new stickers "
0,"Digging everything but the character limit. I feel censored, or like I'm editing a college paper that has a page maximum. "
1,excited for a lazy friday night 
0,"On my way to kc to see grandma for mothers day, then lots of studying "
1,mango cheesecake .. yumm . 
0,@kenziegrl3 Hey girl...Don't know if they can see your tweets cause you have your profile locked 
0,Going home now ^^ gotta my fucking internet tho 
1,Congrats to Kimora Lee Simmons and Djimon Hounsou - a baby boy born May 30 - watch this space for his name... 
0,"Can't take my test yet, cause my teacher isn't here  oh bio department you crazy kidders!"
0,@VH1Hoopz lol oops there is a show that comes on and I thought thas what you were talkin about lol its abou OCD sorry love!! 
1,I just finished Avalon High. Amazing book. 
0,Doctor then work. Hope you bitches have fun at the conditions show without me 
0,"gtfo my home base, nub  ugh cooties."
1,@timheidecker Did Microsoft pay you to tweet that or are you a fan of their search technology?  
1,@Charlene_Kelley Thanks CK!  Glad to connect!
0,reallyy dont want this weekend to end! 
0,Theres ihops everywhere! 
0,"no cell for a few days, me and my friend were stolen  i'm so sad was a new bag of @jubr a chanel bag OMJ and &quot;he&quot; stole "
0,"I am finally watching the Jon and Kate premiere, and it is breaking my heart "
